case:concept:name,id_event,sort_order,time,text,concept:name,event_type2,side,event_team,opponent,player,player2,player_in,player_out,shot_place,shot_outcome,is_goal,location,bodypart,assist_method,situation,fast_break,cumgoal,date,result,time:timestamp,@@index
15 Arsenal vs Chelsea,EmtzRaCt1,1,0:02:00,Ramires (Chelsea) wins a free kick on the right wing.,오른쪽측면프리킥시도,,원정팀,Chelsea,Arsenal,ramires,,,,,,0,오른쪽측면,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:02:00+00:00,637609
15 Arsenal vs Chelsea,EmtzRaCt2,2,0:02:00,Foul by Alexis Sanchez (Arsenal).,파울,,홈팀,Arsenal,Chelsea,alexis sanchez,,,,,,0,,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 00:02:10+00:00,637610
15 Arsenal vs Chelsea,EmtzRaCt3,3,0:02:00,Foul by Branislav Ivanovic (Chelsea).,파울,,원정팀,Chelsea,Arsenal,branislav ivanovic,,,,,,0,,,없음,,0,0,2015-04-26 00:00:20+00:00,무,2015-04-26 00:02:20+00:00,637611
15 Arsenal vs Chelsea,EmtzRaCt4,4,0:02:00,Alexis Sanchez (Arsenal) wins a free kick in the attacking half.,공격지역프리킥시도,,홈팀,Arsenal,Chelsea,alexis sanchez,,,,,,0,공격지역,,없음,,0,0,2015-04-26 00:00:30+00:00,무,2015-04-26 00:02:30+00:00,637612
15 Arsenal vs Chelsea,EmtzRaCt5,5,0:03:00,Foul by Branislav Ivanovic (Chelsea).,파울,,원정팀,Chelsea,Arsenal,branislav ivanovic,,,,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:03:00+00:00,637613
15 Arsenal vs Chelsea,EmtzRaCt6,6,0:03:00,Alexis Sanchez (Arsenal) wins a free kick in the attacking half.,공격지역프리킥시도,,홈팀,Arsenal,Chelsea,alexis sanchez,,,,,,0,공격지역,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 00:03:10+00:00,637614
15 Arsenal vs Chelsea,EmtzRaCt7,7,0:06:00,Attempt blocked. Alexis Sanchez (Arsenal) right footed shot from outside the box is blocked. Assisted by Nacho Monreal.,패널티바깥쪽슈팅시도,키패스,홈팀,Arsenal,Chelsea,alexis sanchez,nacho monreal,,,막힘,차단,0,패널티바깥쪽,오른발,패스,필드,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:06:00+00:00,637615
15 Arsenal vs Chelsea,EmtzRaCt8,8,0:06:00,"Corner,  Arsenal. Conceded by Branislav Ivanovic.",코너킥,,홈팀,Arsenal,Chelsea,branislav ivanovic,branislav ivanovic,,,,,0,,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 00:06:10+00:00,637616
15 Arsenal vs Chelsea,EmtzRaCt9,9,0:07:00,Willian (Chelsea) wins a free kick in the defensive half.,수비지역프리킥시도,,원정팀,Chelsea,Arsenal,willian,,,,,,0,수비지역,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:07:00+00:00,637617
15 Arsenal vs Chelsea,EmtzRaCt10,10,0:07:00,Foul by Francis Coquelin (Arsenal).,파울,,홈팀,Arsenal,Chelsea,francis coquelin,,,,,,0,,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 00:07:10+00:00,637618
15 Arsenal vs Chelsea,EmtzRaCt11,11,0:08:00,Foul by Branislav Ivanovic (Chelsea).,파울,,원정팀,Chelsea,Arsenal,branislav ivanovic,,,,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:08:00+00:00,637619
15 Arsenal vs Chelsea,EmtzRaCt12,12,0:08:00,Alexis Sanchez (Arsenal) wins a free kick in the defensive half.,수비지역프리킥시도,,홈팀,Arsenal,Chelsea,alexis sanchez,,,,,,0,수비지역,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 00:08:10+00:00,637620
15 Arsenal vs Chelsea,EmtzRaCt13,13,0:10:00,Eden Hazard (Chelsea) wins a free kick in the attacking half.,공격지역프리킥시도,,원정팀,Chelsea,Arsenal,eden hazard,,,,,,0,공격지역,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:10:00+00:00,637621
15 Arsenal vs Chelsea,EmtzRaCt14,14,0:10:00,Foul by Francis Coquelin (Arsenal).,파울,,홈팀,Arsenal,Chelsea,francis coquelin,,,,,,0,,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 00:10:10+00:00,637622
15 Arsenal vs Chelsea,EmtzRaCt15,15,0:13:00,"Corner,  Arsenal. Conceded by Cesc Fabregas.",코너킥,,홈팀,Arsenal,Chelsea,cesc fabregas,cesc fabregas,,,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:13:00+00:00,637623
15 Arsenal vs Chelsea,EmtzRaCt16,16,0:15:00,Attempt blocked. Oscar (Chelsea) right footed shot from the centre of the box is blocked. Assisted by Cesc Fabregas with a through ball.,패널티박스중앙슈팅시도,키패스,원정팀,Chelsea,Arsenal,oscar,cesc fabregas,,,막힘,차단,0,패널티박스중앙,오른발,스루패스,필드,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:15:00+00:00,637624
15 Arsenal vs Chelsea,EmtzRaCt17,17,0:15:00,"Corner,  Chelsea. Conceded by Hector Bellerin.",코너킥,,원정팀,Chelsea,Arsenal,hector bellerin,hector bellerin,,,,,0,,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 00:15:10+00:00,637625
15 Arsenal vs Chelsea,EmtzRaCt18,18,0:17:00,Attempt missed. Gary Cahill (Chelsea) header from the centre of the box is high and wide to the right. Assisted by Cesc Fabregas with a cross following a corner.,패널티박스중앙슈팅시도,키패스,원정팀,Chelsea,Arsenal,gary cahill,cesc fabregas,,,크게빗나감,비유효슈팅,0,패널티박스중앙,머리,크로스,코너킥,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:17:00+00:00,637626
15 Arsenal vs Chelsea,EmtzRaCt19,19,0:18:00,Attempt blocked. Cesc Fabregas (Chelsea) right footed shot from outside the box is blocked. Assisted by Willian.,패널티바깥쪽슈팅시도,키패스,원정팀,Chelsea,Arsenal,cesc fabregas,willian,,,막힘,차단,0,패널티바깥쪽,오른발,패스,필드,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:18:00+00:00,637627
15 Arsenal vs Chelsea,EmtzRaCt20,20,0:22:00,Booking      Cesc Fabregas (Chelsea) is shown the yellow card.,옐로카드,,원정팀,Chelsea,Arsenal,cesc fabregas,,,,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:22:00+00:00,637628
15 Arsenal vs Chelsea,EmtzRaCt21,21,0:26:00,Attempt missed. Olivier Giroud (Arsenal) left footed shot from the left side of the box is high and wide to the left. Assisted by Mesut Ozil with a cross.,좌측패널티박스슈팅시도,키패스,홈팀,Arsenal,Chelsea,olivier giroud,mesut ozil,,,크게빗나감,비유효슈팅,0,좌측패널티박스,왼발,크로스,필드,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:26:00+00:00,637629
15 Arsenal vs Chelsea,EmtzRaCt22,22,0:27:00,Foul by Alexis Sanchez (Arsenal).,파울,,홈팀,Arsenal,Chelsea,alexis sanchez,,,,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:27:00+00:00,637630
15 Arsenal vs Chelsea,EmtzRaCt23,23,0:27:00,Oscar (Chelsea) wins a free kick in the defensive half.,수비지역프리킥시도,,원정팀,Chelsea,Arsenal,oscar,,,,,,0,수비지역,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 00:27:10+00:00,637631
15 Arsenal vs Chelsea,EmtzRaCt24,24,0:33:00,Attempt blocked. Santiago Cazorla (Arsenal) right footed shot from the centre of the box is blocked. Assisted by Hector Bellerin.,패널티박스중앙슈팅시도,키패스,홈팀,Arsenal,Chelsea,santiago cazorla,hector bellerin,,,막힘,차단,0,패널티박스중앙,오른발,패스,필드,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:33:00+00:00,637632
15 Arsenal vs Chelsea,EmtzRaCt25,25,0:34:00,Foul by Francis Coquelin (Arsenal).,파울,,홈팀,Arsenal,Chelsea,francis coquelin,,,,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:34:00+00:00,637633
15 Arsenal vs Chelsea,EmtzRaCt26,26,0:34:00,Eden Hazard (Chelsea) wins a free kick on the left wing.,왼쪽측면프리킥시도,,원정팀,Chelsea,Arsenal,eden hazard,,,,,,0,왼쪽측면,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 00:34:10+00:00,637634
15 Arsenal vs Chelsea,EmtzRaCt27,27,0:34:00,Booking      Francis Coquelin (Arsenal) is shown the yellow card for a bad foul.,옐로카드,,홈팀,Arsenal,Chelsea,francis coquelin,,,,,,0,,,없음,,0,0,2015-04-26 00:00:20+00:00,무,2015-04-26 00:34:20+00:00,637635
15 Arsenal vs Chelsea,EmtzRaCt28,28,0:37:00,Attempt saved. Ramires (Chelsea) right footed shot from the centre of the box is saved in the centre of the goal. Assisted by Willian with a through ball.,패널티박스중앙슈팅시도,키패스,원정팀,Chelsea,Arsenal,ramires,willian,,,정면,유효슈팅,0,패널티박스중앙,오른발,스루패스,필드,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:37:00+00:00,637636
15 Arsenal vs Chelsea,EmtzRaCt29,29,0:38:00,Mesut Ozil (Arsenal) wins a free kick in the attacking half.,공격지역프리킥시도,,홈팀,Arsenal,Chelsea,mesut ozil,,,,,,0,공격지역,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:38:00+00:00,637637
15 Arsenal vs Chelsea,EmtzRaCt30,30,0:38:00,Foul by Nemanja Matic (Chelsea).,파울,,원정팀,Chelsea,Arsenal,nemanja matic,,,,,,0,,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 00:38:10+00:00,637638
15 Arsenal vs Chelsea,EmtzRaCt31,31,0:39:00,"Corner,  Arsenal. Conceded by Nemanja Matic.",코너킥,,홈팀,Arsenal,Chelsea,nemanja matic,nemanja matic,,,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:39:00+00:00,637639
15 Arsenal vs Chelsea,EmtzRaCt32,32,0:39:00,Attempt missed. Olivier Giroud (Arsenal) header from the centre of the box misses to the left. Assisted by Mesut Ozil with a cross following a corner.,패널티박스중앙슈팅시도,키패스,홈팀,Arsenal,Chelsea,olivier giroud,mesut ozil,,,좌측으로빗나감,비유효슈팅,0,패널티박스중앙,머리,크로스,코너킥,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 00:39:10+00:00,637640
15 Arsenal vs Chelsea,EmtzRaCt33,33,0:39:00,Attempt missed. Alexis Sanchez (Arsenal) right footed shot from the left side of the box misses to the left. Assisted by Santiago Cazorla.,좌측패널티박스슈팅시도,키패스,홈팀,Arsenal,Chelsea,alexis sanchez,santiago cazorla,,,좌측으로빗나감,비유효슈팅,0,좌측패널티박스,오른발,패스,필드,0,0,2015-04-26 00:00:20+00:00,무,2015-04-26 00:39:20+00:00,637641
15 Arsenal vs Chelsea,EmtzRaCt34,34,0:44:00,Attempt blocked. Santiago Cazorla (Arsenal) left footed shot from the right side of the box is blocked. Assisted by Mesut Ozil.,우측패널티박스슈팅시도,키패스,홈팀,Arsenal,Chelsea,santiago cazorla,mesut ozil,,,막힘,차단,0,우측패널티박스,왼발,패스,필드,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:44:00+00:00,637642
15 Arsenal vs Chelsea,EmtzRaCt35,35,0:44:00,Attempt saved. Mesut Ozil (Arsenal) right footed shot from the centre of the box is saved in the centre of the goal.,패널티박스중앙슈팅시도,,홈팀,Arsenal,Chelsea,mesut ozil,,,,정면,유효슈팅,0,패널티박스중앙,오른발,없음,필드,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 00:44:10+00:00,637643
15 Arsenal vs Chelsea,EmtzRaCt36,36,0:45:00,"Substitution      Substitution, Chelsea. Didier Drogba replaces Oscar.",교체,,원정팀,Chelsea,Arsenal,,,didier drogba,oscar,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:45:00+00:00,637644
15 Arsenal vs Chelsea,EmtzRaCt37,37,0:45:00,Foul by Olivier Giroud (Arsenal).,파울,,홈팀,Arsenal,Chelsea,olivier giroud,,,,,,0,,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 00:45:10+00:00,637645
15 Arsenal vs Chelsea,EmtzRaCt38,38,0:45:00,John Terry (Chelsea) wins a free kick in the defensive half.,수비지역프리킥시도,,원정팀,Chelsea,Arsenal,john terry,,,,,,0,수비지역,,없음,,0,0,2015-04-26 00:00:20+00:00,무,2015-04-26 00:45:20+00:00,637646
15 Arsenal vs Chelsea,EmtzRaCt39,39,0:50:00,Laurent Koscielny (Arsenal) wins a free kick in the defensive half.,수비지역프리킥시도,,홈팀,Arsenal,Chelsea,laurent koscielny,,,,,,0,수비지역,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:50:00+00:00,637647
15 Arsenal vs Chelsea,EmtzRaCt40,40,0:50:00,Foul by Cesc Fabregas (Chelsea).,파울,,원정팀,Chelsea,Arsenal,cesc fabregas,,,,,,0,,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 00:50:10+00:00,637648
15 Arsenal vs Chelsea,EmtzRaCt41,41,0:54:00,Alexis Sanchez (Arsenal) wins a free kick in the attacking half.,공격지역프리킥시도,,홈팀,Arsenal,Chelsea,alexis sanchez,,,,,,0,공격지역,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:54:00+00:00,637649
15 Arsenal vs Chelsea,EmtzRaCt42,42,0:54:00,Foul by Cesc Fabregas (Chelsea).,파울,,원정팀,Chelsea,Arsenal,cesc fabregas,,,,,,0,,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 00:54:10+00:00,637650
15 Arsenal vs Chelsea,EmtzRaCt43,43,0:56:00,Attempt missed. Eden Hazard (Chelsea) right footed shot from outside the box is high and wide to the right. Assisted by Cesar Azpilicueta.,패널티바깥쪽슈팅시도,키패스,원정팀,Chelsea,Arsenal,eden hazard,cesar azpilicueta,,,크게빗나감,비유효슈팅,0,패널티바깥쪽,오른발,패스,필드,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:56:00+00:00,637651
15 Arsenal vs Chelsea,EmtzRaCt44,44,0:56:00,Foul by Olivier Giroud (Arsenal).,파울,,홈팀,Arsenal,Chelsea,olivier giroud,,,,,,0,,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 00:56:10+00:00,637652
15 Arsenal vs Chelsea,EmtzRaCt45,45,0:56:00,Ramires (Chelsea) wins a free kick in the defensive half.,수비지역프리킥시도,,원정팀,Chelsea,Arsenal,ramires,,,,,,0,수비지역,,없음,,0,0,2015-04-26 00:00:20+00:00,무,2015-04-26 00:56:20+00:00,637653
15 Arsenal vs Chelsea,EmtzRaCt46,46,0:58:00,Mesut Ozil (Arsenal) wins a free kick in the defensive half.,수비지역프리킥시도,,홈팀,Arsenal,Chelsea,mesut ozil,,,,,,0,수비지역,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 00:58:00+00:00,637654
15 Arsenal vs Chelsea,EmtzRaCt47,47,0:58:00,Foul by Nemanja Matic (Chelsea).,파울,,원정팀,Chelsea,Arsenal,nemanja matic,,,,,,0,,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 00:58:10+00:00,637655
15 Arsenal vs Chelsea,EmtzRaCt48,48,1:04:00,"Corner,  Arsenal. Conceded by John Terry.",코너킥,,홈팀,Arsenal,Chelsea,john terry,john terry,,,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 01:04:00+00:00,637656
15 Arsenal vs Chelsea,EmtzRaCt49,49,1:05:00,Attempt saved. Didier Drogba (Chelsea) right footed shot from outside the box is saved in the centre of the goal. Assisted by Willian.,패널티바깥쪽슈팅시도,키패스,원정팀,Chelsea,Arsenal,didier drogba,willian,,,정면,유효슈팅,0,패널티바깥쪽,오른발,패스,필드,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 01:05:00+00:00,637657
15 Arsenal vs Chelsea,EmtzRaCt50,50,1:06:00,Foul by Mesut Ozil (Arsenal).,파울,,홈팀,Arsenal,Chelsea,mesut ozil,,,,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 01:06:00+00:00,637658
15 Arsenal vs Chelsea,EmtzRaCt51,51,1:06:00,Nemanja Matic (Chelsea) wins a free kick in the defensive half.,수비지역프리킥시도,,원정팀,Chelsea,Arsenal,nemanja matic,,,,,,0,수비지역,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 01:06:10+00:00,637659
15 Arsenal vs Chelsea,EmtzRaCt52,52,1:07:00,"Corner,  Arsenal. Conceded by Branislav Ivanovic.",코너킥,,홈팀,Arsenal,Chelsea,branislav ivanovic,branislav ivanovic,,,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 01:07:00+00:00,637660
15 Arsenal vs Chelsea,EmtzRaCt53,53,1:08:00,Laurent Koscielny (Arsenal) wins a free kick in the attacking half.,공격지역프리킥시도,,홈팀,Arsenal,Chelsea,laurent koscielny,,,,,,0,공격지역,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 01:08:00+00:00,637661
15 Arsenal vs Chelsea,EmtzRaCt54,54,1:08:00,Foul by Willian (Chelsea).,파울,,원정팀,Chelsea,Arsenal,willian,,,,,,0,,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 01:08:10+00:00,637662
15 Arsenal vs Chelsea,EmtzRaCt55,55,1:08:00,Booking      Willian (Chelsea) is shown the yellow card for a bad foul.,옐로카드,,원정팀,Chelsea,Arsenal,willian,,,,,,0,,,없음,,0,0,2015-04-26 00:00:20+00:00,무,2015-04-26 01:08:20+00:00,637663
15 Arsenal vs Chelsea,EmtzRaCt56,56,1:08:00,Attempt missed. Per Mertesacker (Arsenal) right footed shot from the centre of the box misses to the left following a set piece situation.,패널티박스중앙슈팅시도,,홈팀,Arsenal,Chelsea,per mertesacker,,,,좌측으로빗나감,비유효슈팅,0,패널티박스중앙,오른발,없음,세트피스,0,0,2015-04-26 00:00:30+00:00,무,2015-04-26 01:08:30+00:00,637664
15 Arsenal vs Chelsea,EmtzRaCt57,57,1:12:00,Alexis Sanchez (Arsenal) wins a free kick on the left wing.,왼쪽측면프리킥시도,,홈팀,Arsenal,Chelsea,alexis sanchez,,,,,,0,왼쪽측면,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 01:12:00+00:00,637665
15 Arsenal vs Chelsea,EmtzRaCt58,58,1:12:00,Foul by Branislav Ivanovic (Chelsea).,파울,,원정팀,Chelsea,Arsenal,branislav ivanovic,,,,,,0,,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 01:12:10+00:00,637666
15 Arsenal vs Chelsea,EmtzRaCt59,59,1:12:00,Booking      Branislav Ivanovic (Chelsea) is shown the yellow card.,옐로카드,,원정팀,Chelsea,Arsenal,branislav ivanovic,,,,,,0,,,없음,,0,0,2015-04-26 00:00:20+00:00,무,2015-04-26 01:12:20+00:00,637667
15 Arsenal vs Chelsea,EmtzRaCt60,60,1:12:00,Attempt blocked. Didier Drogba (Chelsea) left footed shot from the centre of the box is blocked.,패널티박스중앙슈팅시도,,원정팀,Chelsea,Arsenal,didier drogba,,,,막힘,차단,0,패널티박스중앙,왼발,없음,필드,0,0,2015-04-26 00:00:30+00:00,무,2015-04-26 01:12:30+00:00,637668
15 Arsenal vs Chelsea,EmtzRaCt61,61,1:12:00,"Corner,  Chelsea. Conceded by Francis Coquelin.",코너킥,,원정팀,Chelsea,Arsenal,francis coquelin,francis coquelin,,,,,0,,,없음,,0,0,2015-04-26 00:00:40+00:00,무,2015-04-26 01:12:40+00:00,637669
15 Arsenal vs Chelsea,EmtzRaCt62,62,1:16:00,Attempt missed. Santiago Cazorla (Arsenal) left footed shot from the centre of the box misses to the right. Assisted by Laurent Koscielny.,패널티박스중앙슈팅시도,키패스,홈팀,Arsenal,Chelsea,santiago cazorla,laurent koscielny,,,우측으로빗나감,비유효슈팅,0,패널티박스중앙,왼발,패스,필드,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 01:16:00+00:00,637670
15 Arsenal vs Chelsea,EmtzRaCt63,63,1:16:00,"Substitution      Substitution, Arsenal. Danny Welbeck replaces Francis Coquelin.",교체,,홈팀,Arsenal,Chelsea,,,danny welbeck,francis coquelin,,,0,,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 01:16:10+00:00,637671
15 Arsenal vs Chelsea,EmtzRaCt64,64,1:20:00,Attempt blocked. Aaron Ramsey (Arsenal) right footed shot from outside the box is blocked. Assisted by Danny Welbeck.,패널티바깥쪽슈팅시도,키패스,홈팀,Arsenal,Chelsea,aaron ramsey,danny welbeck,,,막힘,차단,0,패널티바깥쪽,오른발,패스,필드,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 01:20:00+00:00,637672
15 Arsenal vs Chelsea,EmtzRaCt65,65,1:20:00,Foul by Nacho Monreal (Arsenal).,파울,,홈팀,Arsenal,Chelsea,nacho monreal,,,,,,0,,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 01:20:10+00:00,637673
15 Arsenal vs Chelsea,EmtzRaCt66,66,1:20:00,Willian (Chelsea) wins a free kick on the right wing.,오른쪽측면프리킥시도,,원정팀,Chelsea,Arsenal,willian,,,,,,0,오른쪽측면,,없음,,0,0,2015-04-26 00:00:20+00:00,무,2015-04-26 01:20:20+00:00,637674
15 Arsenal vs Chelsea,EmtzRaCt67,67,1:22:00,"Corner,  Arsenal. Conceded by Thibaut Courtois.",코너킥,,홈팀,Arsenal,Chelsea,thibaut courtois,thibaut courtois,,,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 01:22:00+00:00,637675
15 Arsenal vs Chelsea,EmtzRaCt68,68,1:22:00,Foul by Olivier Giroud (Arsenal).,파울,,홈팀,Arsenal,Chelsea,olivier giroud,,,,,,0,,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 01:22:10+00:00,637676
15 Arsenal vs Chelsea,EmtzRaCt69,69,1:22:00,Thibaut Courtois (Chelsea) wins a free kick in the defensive half.,수비지역프리킥시도,,원정팀,Chelsea,Arsenal,thibaut courtois,,,,,,0,수비지역,,없음,,0,0,2015-04-26 00:00:20+00:00,무,2015-04-26 01:22:20+00:00,637677
15 Arsenal vs Chelsea,EmtzRaCt70,70,1:23:00,"Substitution      Substitution, Arsenal. Theo Walcott replaces Olivier Giroud.",교체,,홈팀,Arsenal,Chelsea,,,theo walcott,olivier giroud,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 01:23:00+00:00,637678
15 Arsenal vs Chelsea,EmtzRaCt71,71,1:24:00,Foul by Aaron Ramsey (Arsenal).,파울,,홈팀,Arsenal,Chelsea,aaron ramsey,,,,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 01:24:00+00:00,637679
15 Arsenal vs Chelsea,EmtzRaCt72,72,1:24:00,Ramires (Chelsea) wins a free kick on the right wing.,오른쪽측면프리킥시도,,원정팀,Chelsea,Arsenal,ramires,,,,,,0,오른쪽측면,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 01:24:10+00:00,637680
15 Arsenal vs Chelsea,EmtzRaCt73,73,1:26:00,Foul by Danny Welbeck (Arsenal).,파울,,홈팀,Arsenal,Chelsea,danny welbeck,,,,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 01:26:00+00:00,637681
15 Arsenal vs Chelsea,EmtzRaCt74,74,1:26:00,John Terry (Chelsea) wins a free kick in the defensive half.,수비지역프리킥시도,,원정팀,Chelsea,Arsenal,john terry,,,,,,0,수비지역,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 01:26:10+00:00,637682
15 Arsenal vs Chelsea,EmtzRaCt75,75,1:29:00,Foul by Aaron Ramsey (Arsenal).,파울,,홈팀,Arsenal,Chelsea,aaron ramsey,,,,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 01:29:00+00:00,637683
15 Arsenal vs Chelsea,EmtzRaCt76,76,1:29:00,Eden Hazard (Chelsea) wins a free kick on the left wing.,왼쪽측면프리킥시도,,원정팀,Chelsea,Arsenal,eden hazard,,,,,,0,왼쪽측면,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 01:29:10+00:00,637684
15 Arsenal vs Chelsea,EmtzRaCt77,77,1:29:00,Booking      Aaron Ramsey (Arsenal) is shown the yellow card for a bad foul.,옐로카드,,홈팀,Arsenal,Chelsea,aaron ramsey,,,,,,0,,,없음,,0,0,2015-04-26 00:00:20+00:00,무,2015-04-26 01:29:20+00:00,637685
15 Arsenal vs Chelsea,EmtzRaCt78,78,1:30:00,"Substitution      Substitution, Chelsea. Kurt Zouma replaces Cesc Fabregas.",교체,,원정팀,Chelsea,Arsenal,,,kurt zouma,cesc fabregas,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 01:30:00+00:00,637686
15 Arsenal vs Chelsea,EmtzRaCt79,79,1:30:00,Santiago Cazorla (Arsenal) wins a free kick in the defensive half.,수비지역프리킥시도,,홈팀,Arsenal,Chelsea,santiago cazorla,,,,,,0,수비지역,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 01:30:10+00:00,637687
15 Arsenal vs Chelsea,EmtzRaCt80,80,1:30:00,Foul by Didier Drogba (Chelsea).,파울,,원정팀,Chelsea,Arsenal,didier drogba,,,,,,0,,,없음,,0,0,2015-04-26 00:00:20+00:00,무,2015-04-26 01:30:20+00:00,637688
15 Arsenal vs Chelsea,EmtzRaCt81,81,1:31:00,Attempt missed. Mesut Ozil (Arsenal) left footed shot from the centre of the box misses to the right. Assisted by Nacho Monreal with a cross.,패널티박스중앙슈팅시도,키패스,홈팀,Arsenal,Chelsea,mesut ozil,nacho monreal,,,우측으로빗나감,비유효슈팅,0,패널티박스중앙,왼발,크로스,필드,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 01:31:00+00:00,637689
15 Arsenal vs Chelsea,EmtzRaCt82,82,1:31:00,Attempt missed. Danny Welbeck (Arsenal) right footed shot from the centre of the box misses to the right. Assisted by Mesut Ozil.,패널티박스중앙슈팅시도,키패스,홈팀,Arsenal,Chelsea,danny welbeck,mesut ozil,,,우측으로빗나감,비유효슈팅,0,패널티박스중앙,오른발,패스,필드,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 01:31:10+00:00,637690
15 Arsenal vs Chelsea,EmtzRaCt83,83,1:32:00,Foul by Santiago Cazorla (Arsenal).,파울,,홈팀,Arsenal,Chelsea,santiago cazorla,,,,,,0,,,없음,,0,0,2015-04-26 00:00:00+00:00,무,2015-04-26 01:32:00+00:00,637691
15 Arsenal vs Chelsea,EmtzRaCt84,84,1:32:00,Eden Hazard (Chelsea) wins a free kick in the defensive half.,수비지역프리킥시도,,원정팀,Chelsea,Arsenal,eden hazard,,,,,,0,수비지역,,없음,,0,0,2015-04-26 00:00:10+00:00,무,2015-04-26 01:32:10+00:00,637692
