id_odsp,event_team,cumgoal
x6H5bWIn/,Cagliari,0
YwlHf0RA/,AS Nancy Lorraine,1
YwlHf0RA/,Nice,0
lrvHfLr8/,Montpellier,0
lrvHfLr8/,Paris Saint-Germain,1
2FVslMmg/,Fortuna Dusseldorf,1
2FVslMmg/,Bayer Leverkusen,4
2RRPkaWq/,US Pescara,0
2RRPkaWq/,Parma,3
6m0DYtl6/,Schalke 04,3
6m0DYtl6/,TSG Hoffenheim,0
AcSPhaDK/,AS Nancy Lorraine,2
AcSPhaDK/,Stade Rennes,0
AiVXmw1d/,Sampdoria,0
AiVXmw1d/,Atalanta,0
Cd9GCMwc/,Siena,2
Cd9GCMwc/,Genoa,2
dMCuB92h/,Lazio,2
dMCuB92h/,Catania,1
fkSZkrJt/,FC Augsburg,0
fkSZkrJt/,Hannover 96,2
GEqZEDqA/,Barcelona,2
GEqZEDqA/,Celta Vigo,2
htt8fOAP/,Mainz,1
htt8fOAP/,Werder Bremen,1
jy2PVvYO/,SC Freiburg,2
jy2PVvYO/,Borussia Monchengladbach,0
lC58ZMYa/,Bayern Munich,9
lC58ZMYa/,Hamburg SV,2
MXVTiJSQ/,Bastia,4
MXVTiJSQ/,Valenciennes,3
OKKe1fFA/,Rayo Vallecano,1
OKKe1fFA/,Malaga,3
pvaHX03C/,VfB Stuttgart,1
pvaHX03C/,Borussia Dortmund,2
Q14d7R1H/,Napoli,5
Q14d7R1H/,Torino,3
Q9hMYwMl/,Stade de Reims,2
Q9hMYwMl/,Evian Thonon Gaillard,2
r1oRGZEc/,Real Madrid,1
r1oRGZEc/,Real Zaragoza,1
rwFi87nB/,Chievo Verona,0
rwFi87nB/,AC Milan,1
UatqCkmn/,Bologna,0
UatqCkmn/,Udinese,0
Uw7jv0bR/,Toulouse,3
Uw7jv0bR/,AC Ajaccio,2
UZAm9mX4/,Juventus,2
UZAm9mX4/,Internazionale,1
vDdQXcye/,Lorient,1
vDdQXcye/,Bordeaux,1
W0WTlJoj/,Palermo,2
W0WTlJoj/,AS Roma,0
WngIZJ6r/,Troyes,2
WngIZJ6r/,St Etienne,2
WQsNHFai/,Levante,1
WQsNHFai/,Sevilla,0
zDBqATHb/,Fiorentina,1
zDBqATHb/,Cagliari,2
0SpZVy67/,Lyon,1
0SpZVy67/,Sochaux,2
bwD8bhaT/,Atletico Madrid,1
bwD8bhaT/,Valencia,1
KnE4aYqN/,Real Valladolid,1
KnE4aYqN/,Osasuna,3
MynVWHj1/,Nice,0
MynVWHj1/,Marseille,1
OOWwk2Yn/,SpVgg Greuther Furth,2
OOWwk2Yn/,Eintracht Frankfurt,3
SYxLgubE/,Lille,2
SYxLgubE/,Brest,1
v1bLWKII/,VfL Wolfsburg,2
v1bLWKII/,Nurnberg,2
xOOa0EUG/,Real Sociedad,2
xOOa0EUG/,Espanyol,2
xOpVFgU3/,Mallorca,2
xOpVFgU3/,Deportivo La Coruna,3
jV4zfC7p/,Real Betis,0
jV4zfC7p/,Getafe,0
UL3vgWMj/,Granada,0
UL3vgWMj/,Athletic Bilbao,1
Ae9IeU25/,Internazionale,2
Ae9IeU25/,Sampdoria,0
04fKg3D1/,Real Betis,5
04fKg3D1/,Granada,1
MeEGrFkD/,Bordeaux,0
MeEGrFkD/,Marseille,1
SIE531mt/,TSG Hoffenheim,3
SIE531mt/,Fortuna Dusseldorf,0
8hACqez7/,Montpellier,3
8hACqez7/,Valenciennes,1
bsPjn0I5/,SpVgg Greuther Furth,0
bsPjn0I5/,Borussia Monchengladbach,1
byhY0d5s/,Nice,4
byhY0d5s/,Toulouse,3
C6vdqb2O/,Werder Bremen,0
C6vdqb2O/,Schalke 04,2
CGXcPaN2/,Bologna,2
CGXcPaN2/,Torino,2
dS565xcQ/,Paris Saint-Germain,2
dS565xcQ/,Stade Rennes,0
ERpEFpzL/,Barcelona,5
ERpEFpzL/,Mallorca,0
h4OfoKXB/,Bayer Leverkusen,1
h4OfoKXB/,VfL Wolfsburg,1
hCd5H658/,Real Madrid,5
hCd5H658/,Levante,1
O0ha7bSD/,Brest,0
O0ha7bSD/,Bastia,4
Op8E1uIh/,Eintracht Frankfurt,0
Op8E1uIh/,Bayern Munich,1
pAqG0Gp2/,Juventus,2
pAqG0Gp2/,US Pescara,1
pvLnmt3a/,Borussia Dortmund,4
pvLnmt3a/,FC Augsburg,2
tMI92L2n/,Hamburg SV,0
tMI92L2n/,SC Freiburg,1
vDIemwyr/,Troyes,0
vDIemwyr/,AS Nancy Lorraine,1
W2e9GQKE/,Real Zaragoza,2
W2e9GQKE/,Deportivo La Coruna,3
YkvvEXbG/,Malaga,2
YkvvEXbG/,Real Sociedad,4
zuC4oH5f/,Sochaux,0
zuC4oH5f/,AC Ajaccio,0
2ii36IsK/,Stade de Reims,1
2ii36IsK/,Lyon,0
4x1BePrk/,Real Valladolid,1
4x1BePrk/,Valencia,2
6JpC1dVe/,Parma,0
6JpC1dVe/,Siena,0
AF17d5Tr/,Espanyol,2
AF17d5Tr/,Osasuna,0
Aii33I0q/,Fiorentina,2
Aii33I0q/,AC Milan,2
dpBS9KNF/,Udinese,3
dpBS9KNF/,Chievo Verona,1
EL5X8vwM/,Genoa,0
EL5X8vwM/,Napoli,2
EVA8pyL0/,Lille,5
EVA8pyL0/,Lorient,0
I3Hancjl/,St Etienne,1
I3Hancjl/,Evian Thonon Gaillard,0
IgCOA089/,Catania,0
IgCOA089/,Cagliari,0
Iu5Ffqbe/,Getafe,0
Iu5Ffqbe/,Atletico Madrid,0
jcw0rIHU/,Mainz,1
jcw0rIHU/,Nurnberg,2
Ofe72xGk/,Palermo,3
Ofe72xGk/,Sampdoria,1
OWCKBtg3/,Internazionale,3
OWCKBtg3/,Atalanta,4
SUlIE4kR/,Rayo Vallecano,2
SUlIE4kR/,Celta Vigo,0
WfNbpvmI/,Hannover 96,0
WfNbpvmI/,VfB Stuttgart,0
hC4y8bhS/,AS Roma,1
hC4y8bhS/,Lazio,1
vegOhNS7/,Sevilla,2
vegOhNS7/,Athletic Bilbao,1
lpsbtVop/,SC Freiburg,3
lpsbtVop/,Hannover 96,1
QPW450CD/,Real Betis,3
QPW450CD/,Sevilla,3
Yg6GDZlm/,Valenciennes,0
Yg6GDZlm/,St Etienne,0
0rBnm1Kd/,SpVgg Greuther Furth,1
0rBnm1Kd/,Borussia Dortmund,6
2y7I0aXb/,Nurnberg,0
2y7I0aXb/,Bayern Munich,4
6L9iT34K/,Levante,0
6L9iT34K/,Deportivo La Coruna,4
f37CEFZt/,Brest,0
f37CEFZt/,Stade de Reims,2
f3osazzf/,Troyes,0
f3osazzf/,Paris Saint-Germain,1
hQaVccHH/,VfL Wolfsburg,2
hQaVccHH/,TSG Hoffenheim,2
KSTd7Ms1/,Real Valladolid,2
KSTd7Ms1/,Getafe,1
lQpobfk0/,Evian Thonon Gaillard,4
lQpobfk0/,Stade Rennes,2
nZPAMc7L/,Atalanta,0
nZPAMc7L/,Fiorentina,2
O0zl9rDl/,Malaga,1
O0zl9rDl/,Osasuna,0
phvfdYJC/,Montpellier,2
phvfdYJC/,Bordeaux,4
r7t2uk1j/,Mainz,1
r7t2uk1j/,Hamburg SV,2
SGqkcE46/,Bastia,1
SGqkcE46/,Lorient,4
t0sw0GKm/,AS Nancy Lorraine,1
t0sw0GKm/,AC Ajaccio,1
txVh82Sf/,Valencia,3
txVh82Sf/,Espanyol,3
vZ9jnLZ2/,Fortuna Dusseldorf,2
vZ9jnLZ2/,Werder Bremen,2
WABMaJn5/,Schalke 04,2
WABMaJn5/,Bayer Leverkusen,2
WvNdDgU7/,US Pescara,2
WvNdDgU7/,Siena,3
0t6oGepk/,Napoli,1
0t6oGepk/,AC Milan,1
A1AQbw2B/,VfB Stuttgart,2
A1AQbw2B/,Borussia Monchengladbach,0
EkT06tc7/,Granada,0
EkT06tc7/,Atletico Madrid,5
j7W1OJx9/,Palermo,1
j7W1OJx9/,Bologna,1
lMUqJeRP/,Toulouse,1
lMUqJeRP/,Lyon,3
Mcu6v9Gd/,Eintracht Frankfurt,0
Mcu6v9Gd/,FC Augsburg,2
OrwbehZI/,Lille,0
OrwbehZI/,Marseille,0
pAypAOcr/,Real Sociedad,2
pAypAOcr/,Rayo Vallecano,0
SUAmUqkE/,Real Madrid,3
SUAmUqkE/,Athletic Bilbao,0
tdPELHMR/,Cagliari,2
tdPELHMR/,Internazionale,0
vX4kFFae/,Torino,1
vX4kFFae/,AS Roma,2
xnRuKyCJ/,Nice,3
xnRuKyCJ/,Sochaux,0
Yg4gEZE1/,Genoa,1
Yg4gEZE1/,Sampdoria,1
Yq1uxw78/,Udinese,3
Yq1uxw78/,Parma,0
YVL6NwhF/,Chievo Verona,0
YVL6NwhF/,Catania,0
zeEeSNJQ/,Real Zaragoza,0
zeEeSNJQ/,Barcelona,3
r5BtHyVr/,Lazio,0
r5BtHyVr/,Juventus,2
x40NNsSs/,Mallorca,1
x40NNsSs/,Celta Vigo,0
naDbpa4F/,Borussia Monchengladbach,1
naDbpa4F/,FC Augsburg,0
xn3X9ilC/,Lyon,2
xn3X9ilC/,Montpellier,1
xQybzLBm/,Rayo Vallecano,1
xQybzLBm/,Mallorca,1
6qhvKaR6/,Granada,1
6qhvKaR6/,Real Valladolid,1
Cz0qycME/,Atalanta,1
Cz0qycME/,Genoa,1
EFtnyeR1/,Hamburg SV,2
EFtnyeR1/,Fortuna Dusseldorf,1
hh0RuslQ/,Barcelona,1
hh0RuslQ/,Levante,0
ImmwwHdk/,Werder Bremen,0
ImmwwHdk/,VfL Wolfsburg,3
Qo8uIwdJ/,Real Madrid,3
Qo8uIwdJ/,Real Betis,1
QstKUfar/,Udinese,1
QstKUfar/,Lazio,0
SIUTav42/,Eintracht Frankfurt,1
SIUTav42/,Schalke 04,0
UN23qJJL/,Bayer Leverkusen,5
UN23qJJL/,TSG Hoffenheim,0
vclZwcsq/,Hannover 96,1
vclZwcsq/,Bayern Munich,6
W82y9B3I/,Brest,0
W82y9B3I/,Marseille,1
Ye9fouk9/,Borussia Dortmund,2
Ye9fouk9/,Mainz,0
YVgWLLdf/,Valencia,5
YVgWLLdf/,Malaga,1
0CxrxyCe/,Nurnberg,0
0CxrxyCe/,SpVgg Greuther Furth,1
2TAKCg4g/,AS Nancy Lorraine,3
2TAKCg4g/,Evian Thonon Gaillard,1
8E17rwZR/,VfB Stuttgart,2
8E17rwZR/,SC Freiburg,1
8QVuGSAo/,Bastia,1
8QVuGSAo/,Lille,2
8YP4iqYp/,Paris Saint-Germain,3
8YP4iqYp/,Nice,0
CbrWRhq1/,Parma,0
CbrWRhq1/,Internazionale,1
fsYiDQf4/,Toulouse,0
fsYiDQf4/,Lorient,1
hAaTQCb7/,US Pescara,1
hAaTQCb7/,AS Roma,1
K03iZziR/,Chievo Verona,1
K03iZziR/,Siena,0
KSkSM1sl/,Real Sociedad,0
KSkSM1sl/,Osasuna,0
ne9yJJtD/,Atletico Madrid,1
ne9yJJtD/,Sevilla,0
nHUqFnQi/,Stade de Reims,0
nHUqFnQi/,Valenciennes,1
OraTAXY5/,Bordeaux,2
OraTAXY5/,Sochaux,2
p4nFlGjE/,Fiorentina,4
p4nFlGjE/,Torino,3
ShgzLuC0/,Getafe,0
ShgzLuC0/,Espanyol,2
tA4mzHyL/,Napoli,3
tA4mzHyL/,Cagliari,2
vkdNtNYJ/,Deportivo La Coruna,1
vkdNtNYJ/,Athletic Bilbao,1
vopOTEEl/,Juventus,1
vopOTEEl/,AC Milan,0
W0bXPWDD/,Sampdoria,1
W0bXPWDD/,Bologna,1
Y7qSSYTf/,Palermo,1
Y7qSSYTf/,Catania,1
bZxfy1ds/,Real Zaragoza,1
bZxfy1ds/,Celta Vigo,2
tK9OBDJa/,AC Ajaccio,2
tK9OBDJa/,St Etienne,4
tvUmE6ub/,Troyes,2
tvUmE6ub/,Stade Rennes,1
6at2ZvRg/,Rayo Vallecano,2
6at2ZvRg/,Osasuna,2
Mu6PlEe1/,Hannover 96,3
Mu6PlEe1/,SpVgg Greuther Furth,2
U32y522p/,Sochaux,3
U32y522p/,Lille,3
0W4TmYA7/,Fortuna Dusseldorf,1
0W4TmYA7/,Borussia Dortmund,2
2yNtcxlL/,Bayer Leverkusen,1
2yNtcxlL/,Werder Bremen,0
69TXbbJ8/,Bayern Munich,1
69TXbbJ8/,SC Freiburg,0
b7jJmz6K/,Bologna,1
b7jJmz6K/,Atalanta,1
bDoMUGuP/,Atletico Madrid,1
bDoMUGuP/,Real Madrid,2
dbMpdd3R/,Borussia Monchengladbach,1
dbMpdd3R/,VfL Wolfsburg,3
fyHKUFGu/,Udinese,1
fyHKUFGu/,Cagliari,0
GA1ZP3vA/,AS Nancy Lorraine,0
GA1ZP3vA/,Valenciennes,0
h61Lkfte/,FC Augsburg,3
h61Lkfte/,VfB Stuttgart,0
Kr8QRP9c/,Toulouse,0
Kr8QRP9c/,Bastia,0
nX6xX6Mh/,Mallorca,2
nX6xX6Mh/,Real Zaragoza,3
OMP89rfT/,Bordeaux,0
OMP89rfT/,Stade de Reims,0
pWQ4AOvN/,Marseille,1
pWQ4AOvN/,Lorient,0
v73UYSit/,Athletic Bilbao,2
v73UYSit/,Barcelona,2
vRNAwjrD/,Napoli,3
vRNAwjrD/,US Pescara,0
WjDCiGBr/,TSG Hoffenheim,2
WjDCiGBr/,Nurnberg,1
x6NdCpAA/,AC Ajaccio,2
x6NdCpAA/,Montpellier,1
xK2VQqP3/,Brest,0
xK2VQqP3/,Stade Rennes,2
YT2YXn7n/,Celta Vigo,1
YT2YXn7n/,Levante,0
CEWgsYrl/,Chievo Verona,0
CEWgsYrl/,Genoa,1
EF2HjzRl/,Mainz,0
EF2HjzRl/,Eintracht Frankfurt,0
GdM0B4PG/,Evian Thonon Gaillard,0
GdM0B4PG/,Paris Saint-Germain,1
IHMExAcJ/,Siena,0
IHMExAcJ/,AS Roma,4
j5Vcthbf/,Internazionale,0
j5Vcthbf/,Palermo,1
KMnIVdQI/,Real Valladolid,1
KMnIVdQI/,Sevilla,1
OpOxbIYE/,Schalke 04,4
OpOxbIYE/,Hamburg SV,1
p4O6vWS6/,Parma,0
p4O6vWS6/,Lazio,0
pju6Ybt0/,Real Sociedad,4
pju6Ybt0/,Valencia,2
QamEWxBC/,Granada,1
QamEWxBC/,Espanyol,0
ruSkrETs/,Fiorentina,3
ruSkrETs/,Sampdoria,0
SEUAXIe6/,Malaga,2
SEUAXIe6/,Getafe,1
SlLv4MHj/,Nice,3
SlLv4MHj/,Troyes,1
th9MS5fi/,St Etienne,1
th9MS5fi/,Lyon,1
tWuOnfLQ/,AC Milan,4
tWuOnfLQ/,Catania,2
YTK2uCD0/,Torino,0
YTK2uCD0/,Juventus,2
xbH2w9qP/,Real Betis,1
xbH2w9qP/,Deportivo La Coruna,1
GvmGBy3E/,Borussia Monchengladbach,0
GvmGBy3E/,Schalke 04,1
Oz5sOs9M/,St Etienne,0
Oz5sOs9M/,Bordeaux,0
tbbDYJcc/,Celta Vigo,1
tbbDYJcc/,Athletic Bilbao,1
2yqCCHm8/,Borussia Dortmund,1
2yqCCHm8/,Bayern Munich,1
6afnN1OS/,Evian Thonon Gaillard,0
6afnN1OS/,Troyes,1
88tEILWq/,Sochaux,1
88tEILWq/,Lorient,0
8Cda1iu7/,Fortuna Dusseldorf,1
8Cda1iu7/,Eintracht Frankfurt,3
A1nKAeIK/,VfB Stuttgart,0
A1nKAeIK/,SpVgg Greuther Furth,2
AXM8v3g3/,Stade de Reims,1
AXM8v3g3/,AC Ajaccio,1
fPvMGa1d/,Bastia,1
fPvMGa1d/,Marseille,2
GCfkU46B/,Malaga,0
GCfkU46B/,Granada,1
GYuIHunj/,Brest,1
GYuIHunj/,Montpellier,2
IN3n4gel/,Nurnberg,0
IN3n4gel/,Bayer Leverkusen,2
l4BRAG5j/,Deportivo La Coruna,0
l4BRAG5j/,Atletico Madrid,0
lhoO9FXQ/,Hannover 96,2
lhoO9FXQ/,Mainz,2
roLGxsOF/,Toulouse,4
roLGxsOF/,Lille,2
thJWRD0b/,Cagliari,0
thJWRD0b/,Chievo Verona,0
UedsWQya/,Valencia,4
UedsWQya/,Osasuna,0
vX4r5Zur/,Werder Bremen,2
vX4r5Zur/,TSG Hoffenheim,2
z17NBdjp/,Real Valladolid,3
z17NBdjp/,Real Madrid,4
zZKnOVaN/,AS Roma,1
zZKnOVaN/,Fiorentina,0
277uQiVA/,Juventus,1
277uQiVA/,Palermo,0
27a9Zari/,Real Betis,2
27a9Zari/,Barcelona,4
4fMCwN89/,Nice,3
4fMCwN89/,Stade Rennes,0
8Mk1sg0o/,Torino,0
8Mk1sg0o/,AC Milan,1
AX0wPNgG/,Lyon,3
AX0wPNgG/,AS Nancy Lorraine,0
bZhIXwD3/,Levante,1
bZhIXwD3/,Mallorca,1
Cp3j3DAf/,SC Freiburg,2
Cp3j3DAf/,FC Augsburg,0
drMrPBpH/,US Pescara,1
drMrPBpH/,Genoa,4
dUI4uqvc/,Paris Saint-Germain,1
dUI4uqvc/,Valenciennes,1
f3ggTOLH/,Sevilla,3
f3ggTOLH/,Espanyol,0
fJ1JI9Np/,Siena,0
fJ1JI9Np/,Catania,3
IcAiNkFT/,Udinese,3
IcAiNkFT/,Sampdoria,1
OG8yRXF4/,Napoli,3
OG8yRXF4/,Internazionale,1
Qm7f2XP0/,VfL Wolfsburg,1
Qm7f2XP0/,Hamburg SV,1
SlFSSgoh/,Bologna,0
SlFSSgoh/,Lazio,6
xQiMWcS9/,Rayo Vallecano,0
xQiMWcS9/,Real Zaragoza,3
YRFOTZVo/,Parma,2
YRFOTZVo/,Atalanta,0
8neoVpi5/,Real Sociedad,1
8neoVpi5/,Getafe,2
4lqAuXUc/,AS Roma,0
4lqAuXUc/,Chievo Verona,1
0xxzxg4k/,Malaga,2
0xxzxg4k/,Real Madrid,6
2qRdWSip/,Bologna,0
2qRdWSip/,Napoli,3
A7JQbGB2/,Atletico Madrid,3
A7JQbGB2/,Celta Vigo,1
AiZUz9qT/,US Pescara,0
AiZUz9qT/,AC Milan,4
lxoMxVEG/,Juventus,1
lxoMxVEG/,Atalanta,0
nDl5tDFi/,Sampdoria,1
nDl5tDFi/,Catania,1
ru4qfWqi/,Palermo,2
ru4qfWqi/,Udinese,3
rurEvip4/,Fiorentina,1
rurEvip4/,Siena,0
tzQ0Vn7j/,Parma,1
tzQ0Vn7j/,Cagliari,0
W0zRykUM/,Internazionale,1
W0zRykUM/,Lazio,3
x2sIwBaA/,Genoa,0
x2sIwBaA/,Torino,0
jif0UIVe/,Stade de Reims,0
jif0UIVe/,Lille,3
OtG3qyCF/,Real Zaragoza,0
OtG3qyCF/,Levante,0
06LxFA96/,Fortuna Dusseldorf,1
06LxFA96/,Nurnberg,2
0MFLy1wM/,AC Ajaccio,0
0MFLy1wM/,Troyes,1
4vSTGWvf/,Borussia Monchengladbach,4
4vSTGWvf/,Mainz,2
8S4eVbGk/,Bordeaux,3
8S4eVbGk/,AS Nancy Lorraine,2
dlojitw9/,Montpellier,1
dlojitw9/,Bastia,3
dUz5OZZk/,Espanyol,1
dUz5OZZk/,Real Madrid,1
dYxfNY1Q/,VfL Wolfsburg,3
dYxfNY1Q/,Borussia Dortmund,3
E9mkOEnK/,Bayer Leverkusen,3
E9mkOEnK/,Hannover 96,1
hGvakK7L/,Stade Rennes,1
hGvakK7L/,Valenciennes,4
MFMYFjf0/,SpVgg Greuther Furth,1
MFMYFjf0/,SC Freiburg,2
n3e30BfD/,Bayern Munich,3
n3e30BfD/,FC Augsburg,0
pjHapHd9/,Mallorca,1
pjHapHd9/,Athletic Bilbao,2
QmTPHCPm/,TSG Hoffenheim,1
QmTPHCPm/,Hamburg SV,4
rLL0lSDS/,Catania,1
rLL0lSDS/,US Pescara,0
rNfUUycM/,Osasuna,1
rNfUUycM/,Getafe,0
Ue6eiUT9/,Cagliari,1
Ue6eiUT9/,Juventus,1
Usg4Txo2/,Toulouse,1
Usg4Txo2/,Marseille,2
vDzej0hF/,Brest,0
vDzej0hF/,Sochaux,2
WQTLIhAs/,Werder Bremen,1
WQTLIhAs/,Eintracht Frankfurt,1
zJloPfXD/,Schalke 04,1
zJloPfXD/,VfB Stuttgart,2
zLZ8Ngkd/,Deportivo La Coruna,0
zLZ8Ngkd/,Real Valladolid,1
252Xr6yj/,Lazio,2
252Xr6yj/,Sampdoria,0
A7NhjlqG/,Genoa,0
A7NhjlqG/,Internazionale,0
dh1iWv1q/,St Etienne,1
dh1iWv1q/,Lorient,3
dr8mgjac/,Udinese,2
dr8mgjac/,Atalanta,1
IcnnhMN2/,Lyon,0
IcnnhMN2/,Paris Saint-Germain,1
j57ihAE3/,Bologna,2
j57ihAE3/,Parma,0
jTHeocs3/,Real Betis,1
jTHeocs3/,Celta Vigo,0
KtDSqnMq/,AC Milan,0
KtDSqnMq/,AS Roma,0
lbMdk8bM/,Palermo,0
lbMdk8bM/,Fiorentina,1
SfW0PFKq/,Sevilla,0
SfW0PFKq/,Malaga,0
td1yrQjd/,Napoli,2
td1yrQjd/,Siena,1
UBfJ69Td/,Torino,1
UBfJ69Td/,Chievo Verona,1
vDEPzLhS/,Evian Thonon Gaillard,4
vDEPzLhS/,Nice,0
WniQVHsG/,Rayo Vallecano,0
WniQVHsG/,Valencia,4
xQDinwSd/,Atletico Madrid,1
xQDinwSd/,Barcelona,2
QopZTeCS/,Granada,2
QopZTeCS/,Real Sociedad,2
2PbwtGU7/,Lille,0
2PbwtGU7/,Montpellier,0
8ARhLoWu/,Mainz,2
8ARhLoWu/,VfB Stuttgart,2
8WOpDlvJ/,Borussia Monchengladbach,3
8WOpDlvJ/,Bayern Munich,4
AT4gniis/,Stade de Reims,1
AT4gniis/,Lorient,0
faeVsx0e/,Evian Thonon Gaillard,2
faeVsx0e/,Valenciennes,0
fRP0JP0h/,Werder Bremen,2
fRP0JP0h/,Nurnberg,3
fTKtEUOC/,Borussia Dortmund,1
fTKtEUOC/,TSG Hoffenheim,2
G8dRrIpk/,Troyes,1
G8dRrIpk/,Bordeaux,0
GtE9H3V4/,FC Augsburg,3
GtE9H3V4/,SpVgg Greuther Furth,1
j3n0reRL/,Getafe,0
j3n0reRL/,Valencia,1
lK3coB6m/,Stade Rennes,1
lK3coB6m/,AC Ajaccio,1
lMfZtdF1/,Sochaux,1
lMfZtdF1/,Toulouse,2
lnQUqbVr/,St Etienne,2
lnQUqbVr/,Marseille,0
MPaw2orS/,Juventus,2
MPaw2orS/,Sampdoria,3
n1QdK5on/,Hannover 96,3
n1QdK5on/,Fortuna Dusseldorf,0
nwv3lvNR/,Bastia,2
nwv3lvNR/,AS Nancy Lorraine,1
nZXVxZlq/,Sevilla,1
nZXVxZlq/,Real Sociedad,2
O6HHFs0H/,Eintracht Frankfurt,2
O6HHFs0H/,VfL Wolfsburg,2
rLyQ3JME/,Paris Saint-Germain,3
rLyQ3JME/,Brest,1
Ugo4sFtS/,Granada,3
Ugo4sFtS/,Osasuna,0
UqIDGNpB/,Hamburg SV,0
UqIDGNpB/,Bayer Leverkusen,1
YHO4IqGb/,SC Freiburg,1
YHO4IqGb/,Schalke 04,2
2Js6c5jq/,Lazio,0
2Js6c5jq/,Cagliari,1
4UxM4a78/,Lyon,1
4UxM4a78/,Nice,1
82gN5Tr3/,Torino,2
82gN5Tr3/,Catania,2
jRrS4mb9/,Atalanta,2
jRrS4mb9/,Chievo Verona,2
juO0JnD2/,Udinese,5
juO0JnD2/,Internazionale,2
lC1V37DF/,US Pescara,1
lC1V37DF/,Fiorentina,5
lzpIf3z2/,Parma,3
lzpIf3z2/,Palermo,1
MiQrzXY1/,Barcelona,2
MiQrzXY1/,Real Valladolid,1
r1RvyDJe/,Espanyol,0
r1RvyDJe/,Deportivo La Coruna,2
rcBwdEeL/,Levante,2
rcBwdEeL/,Rayo Vallecano,3
rZ0Z2RSL/,Bologna,0
rZ0Z2RSL/,Genoa,0
tAtAdP5k/,Siena,1
tAtAdP5k/,AC Milan,2
WM7ZdftF/,Athletic Bilbao,2
WM7ZdftF/,Real Zaragoza,1
zXuEeqLe/,Napoli,1
zXuEeqLe/,AS Roma,2
lbIUczR8/,Mallorca,1
lbIUczR8/,Real Betis,0
2NTWaALt/,Brest,1
2NTWaALt/,AS Nancy Lorraine,2
AXUK8iuR/,Athletic Bilbao,0
AXUK8iuR/,Levante,1
CblNu7zP/,Stade Rennes,0
CblNu7zP/,Lyon,2
d4iEkCYl/,Sevilla,1
d4iEkCYl/,Osasuna,2
GWfEsT5C/,St Etienne,1
GWfEsT5C/,Lille,1
OGWCADAE/,Atletico Madrid,0
OGWCADAE/,Mallorca,0
OxIubljg/,Troyes,1
OxIubljg/,Valenciennes,2
pnJyaUzm/,Montpellier,0
pnJyaUzm/,Toulouse,2
pQX8Bge8/,Celta Vigo,2
pQX8Bge8/,Real Valladolid,0
Q1x54jDP/,Bastia,0
Q1x54jDP/,Sochaux,0
rJd6qky0/,Lorient,1
rJd6qky0/,Paris Saint-Germain,3
rLgQnAI7/,Espanyol,0
rLgQnAI7/,Barcelona,2
UHkMmj31/,Deportivo La Coruna,1
UHkMmj31/,Malaga,3
vTd9jhJr/,Valencia,1
vTd9jhJr/,Granada,0
Wrg2pVLg/,AC Ajaccio,0
Wrg2pVLg/,Nice,2
WtWG9XPK/,Real Betis,4
WtWG9XPK/,Real Zaragoza,0
xKAseYAR/,Rayo Vallecano,2
xKAseYAR/,Getafe,1
xtdAr9j6/,Evian Thonon Gaillard,1
xtdAr9j6/,Bordeaux,2
Y7kJtmLI/,Marseille,0
Y7kJtmLI/,Stade de Reims,0
2V9a19X0/,Deportivo La Coruna,0
2V9a19X0/,Real Sociedad,1
8KYI649t/,Atletico Madrid,3
8KYI649t/,Real Zaragoza,1
bc38am2D/,Celta Vigo,1
bc38am2D/,Espanyol,0
C0ijOWvE/,Mallorca,4
C0ijOWvE/,Real Valladolid,2
GE7m4Bmr/,Granada,2
GE7m4Bmr/,Getafe,0
jqON5OOn/,Levante,1
jqON5OOn/,Real Betis,1
K6440Tn7/,Barcelona,4
K6440Tn7/,Malaga,1
OvBe2kIf/,Osasuna,2
OvBe2kIf/,Real Madrid,4
UHBi3V2l/,Valencia,3
UHBi3V2l/,Sevilla,4
UZMR4rvg/,Rayo Vallecano,2
UZMR4rvg/,Athletic Bilbao,2
CbSpcEyc/,Paris Saint-Germain,1
CbSpcEyc/,Montpellier,1
0KbSvXLS/,Sochaux,1
0KbSvXLS/,Evian Thonon Gaillard,1
AisjfCLF/,Toulouse,0
AisjfCLF/,Valenciennes,3
bev3YUbd/,Lyon,4
bev3YUbd/,Nice,0
phzaZAqj/,Lille,1
phzaZAqj/,Lorient,0
W0rneh69/,Stade Rennes,2
W0rneh69/,Stade de Reims,1
WpfOuD6M/,Bordeaux,0
WpfOuD6M/,AS Monaco,2
2TpfziUq/,Marseille,3
2TpfziUq/,Guingamp,1
hfeKtgiG/,St Etienne,1
hfeKtgiG/,AC Ajaccio,0
4SLS7VkF/,Sochaux,1
4SLS7VkF/,Lyon,3
4EtfgWzM/,Valenciennes,0
4EtfgWzM/,Bastia,2
6TDLdlv0/,Malaga,0
6TDLdlv0/,Valencia,1
A5MO8Bz9/,Guingamp,0
A5MO8Bz9/,St Etienne,1
bqv1xKho/,Real Valladolid,1
bqv1xKho/,Athletic Bilbao,2
CK3L9iL2/,Lille,1
CK3L9iL2/,Stade de Reims,2
hQPuf7uG/,Getafe,0
hQPuf7uG/,Real Sociedad,2
ObNQmAbq/,Evian Thonon Gaillard,0
ObNQmAbq/,Marseille,2
rJKW6k5L/,Toulouse,1
rJKW6k5L/,Bordeaux,1
WOQYolTe/,Nice,2
WOQYolTe/,Stade Rennes,1
2kMUnUDk/,Montpellier,1
