id_odsp,event_team,cumgoal
2F58toeT/,Tottenham,1
2F58toeT/,Crystal Palace,2
4EWAALf0/,Stade de Reims,1
4EWAALf0/,St Etienne,2
61VV9l4k/,Paris Saint-Germain,2
61VV9l4k/,Bastia,4
dflCtTWe/,Valencia,1
dflCtTWe/,Celta Vigo,1
l6vRbSAc/,Liverpool,1
l6vRbSAc/,Sunderland,0
lQKz98Je/,Stade Rennes,1
lQKz98Je/,Evian Thonon Gaillard,1
ManuyPIj/,Leicester City,1
ManuyPIj/,Aston Villa,0
nwx6B1uf/,Nice,3
nwx6B1uf/,Lorient,1
OO64sRuN/,Newcastle,0
OO64sRuN/,Chelsea,2
r9myx53p/,Everton,1
r9myx53p/,Manchester City,1
rJQ3CG8b/,Udinese,1
rJQ3CG8b/,Sassuolo,1
SGJv8SY1/,Lens,0
SGJv8SY1/,Guingamp,2
SYjm6vg4/,West Ham,1
SYjm6vg4/,Swansea,1
tYMLWBB2/,Lille,1
tYMLWBB2/,Caen,0
U170r7QG/,Burnley,2
U170r7QG/,QPR,1
vJg7s9Hk/,Espanyol,0
vJg7s9Hk/,Real Madrid,3
WUTVcnQ3/,West Brom,1
WUTVcnQ3/,Hull,0
2mBUUktF/,Bordeaux,0
2mBUUktF/,AS Monaco,0
4S5UcHg5/,Chievo Verona,1
4S5UcHg5/,Atalanta,1
4SRaDdgh/,Sampdoria,1
4SRaDdgh/,Empoli,0
8nw2CsQm/,Metz,0
8nw2CsQm/,Nantes,0
A5SeExvn/,Lazio,2
A5SeExvn/,AS Roma,2
bVOiFIOu/,Napoli,1
bVOiFIOu/,Juventus,3
C4wR1w34/,Atletico Madrid,1
C4wR1w34/,Barcelona,3
fHbseFwO/,Parma,1
fHbseFwO/,Hellas Verona,3
fTSV0cIA/,Granada,1
fTSV0cIA/,Real Sociedad,1
KOLPVVQ8/,Toulouse,0
KOLPVVQ8/,Lyon,3
nieZdy9B/,Cagliari,2
nieZdy9B/,Cesena,1
QsfwdeOH/,Palermo,3
QsfwdeOH/,Fiorentina,4
vwQJ3aYi/,Elche,2
vwQJ3aYi/,Athletic Bilbao,1
WGlcqmBA/,Stoke City,0
WGlcqmBA/,Arsenal,3
Y7cofZhU/,Internazionale,3
Y7cofZhU/,Genoa,1
z3zNa8ei/,Southampton,1
z3zNa8ei/,Manchester Utd,0
zomGumn2/,Sevilla,2
zomGumn2/,Almeria,0
8WWZaHXG/,Cordoba,1
8WWZaHXG/,Rayo Vallecano,0
hMJtd8Wr/,Cordoba,1
hMJtd8Wr/,Eibar,1
r5VE9uA6/,Nice,2
r5VE9uA6/,Bordeaux,1
0t2uQ0fm/,Nantes,0
0t2uQ0fm/,AS Monaco,1
6FjsQZxb/,Palermo,1
6FjsQZxb/,AS Roma,1
ALSZd6uA/,Liverpool,2
ALSZd6uA/,Aston Villa,0
Aq7Ilrmj/,Newcastle,1
Aq7Ilrmj/,Southampton,2
IoSwdQfG/,Crystal Palace,3
IoSwdQfG/,Burnley,2
j7C5W2HJ/,Lille,0
j7C5W2HJ/,Lorient,1
jDXE0lOR/,Real Sociedad,0
jDXE0lOR/,Rayo Vallecano,1
jVfhNbv6/,Toulouse,1
jVfhNbv6/,Bastia,1
l2YM7JvJ/,Lens,0
l2YM7JvJ/,Lyon,2
llDkfn1e/,Espanyol,1
llDkfn1e/,Celta Vigo,0
llyb4WO2/,Athletic Bilbao,0
llyb4WO2/,Villarreal,2
lz6Mm22d/,QPR,0
lz6Mm22d/,Manchester Utd,2
M95j5b8A/,Chelsea,5
M95j5b8A/,Swansea,0
Mk3yRtus/,Montpellier,3
Mk3yRtus/,Metz,2
nBNK8Y7N/,Internazionale,0
nBNK8Y7N/,Empoli,0
Qik5Couc/,Tottenham,2
Qik5Couc/,Sunderland,1
rBCgg6G1/,Valencia,3
rBCgg6G1/,Almeria,2
v1Gnf4PS/,Stoke City,1
v1Gnf4PS/,Leicester City,0
xSUI8aPC/,Stade de Reims,1
xSUI8aPC/,Caen,4
0Ov23jv9/,Elche,1
0Ov23jv9/,Levante,0
4rl9B5f3/,Hull,0
4rl9B5f3/,West Ham,3
d8elOvPa/,Stade Rennes,0
d8elOvPa/,St Etienne,0
EufkOD7A/,Udinese,2
EufkOD7A/,Cagliari,2
GM7EkOXq/,Manchester City,0
GM7EkOXq/,Arsenal,2
KIfoPgh4/,Parma,0
KIfoPgh4/,Sampdoria,2
M1BchQV7/,Sevilla,2
M1BchQV7/,Malaga,0
MwTA1U8L/,Granada,0
MwTA1U8L/,Atletico Madrid,2
Oj1xRFNi/,Atalanta,1
Oj1xRFNi/,AC Milan,0
p02YRe8o/,Lazio,0
p02YRe8o/,Napoli,1
r5ipPK9g/,Evian Thonon Gaillard,2
r5ipPK9g/,Paris Saint-Germain,4
rmU62AgF/,Deportivo La Coruna,0
rmU62AgF/,Barcelona,4
UcB9VMWP/,Marseille,2
UcB9VMWP/,Guingamp,1
UZCP7hNT/,Genoa,3
UZCP7hNT/,Sassuolo,3
voKCAfwB/,Cesena,2
voKCAfwB/,Torino,3
Wrai3CVp/,Juventus,4
Wrai3CVp/,Hellas Verona,0
Y7JG9EhH/,Chievo Verona,1
Y7JG9EhH/,Fiorentina,2
zo9oeSok/,Real Madrid,3
zo9oeSok/,Getafe,0
dxRsepAM/,Everton,0
dxRsepAM/,West Brom,0
02wGxvvg/,Nice,2
02wGxvvg/,Marseille,1
2Rcuqt1P/,Lille,0
2Rcuqt1P/,AS Monaco,1
EidD9R0r/,Cordoba,1
EidD9R0r/,Real Madrid,2
hreH8oGl/,Real Sociedad,1
hreH8oGl/,Eibar,0
IDxYFkFj/,Lazio,3
IDxYFkFj/,AC Milan,1
lO9cKdOO/,Lorient,2
lO9cKdOO/,Guingamp,3
MBvCwKOn/,Montpellier,4
MBvCwKOn/,Nantes,0
MHaL75Vf/,Atletico Madrid,3
MHaL75Vf/,Rayo Vallecano,1
rXmU5q07/,Elche,0
rXmU5q07/,Barcelona,6
SrKOxDM3/,Cagliari,2
SrKOxDM3/,Sassuolo,1
tI6X43FD/,Levante,0
tI6X43FD/,Villarreal,1
ULgdMIgC/,Bordeaux,0
ULgdMIgC/,Bastia,0
08bP6Pp1/,Deportivo La Coruna,2
08bP6Pp1/,Granada,2
0pGxGTNE/,Sevilla,1
0pGxGTNE/,Valencia,3
6ZISyXyA/,Torino,1
6ZISyXyA/,Internazionale,0
8StOzI85/,Caen,4
8StOzI85/,Stade Rennes,1
A7mbMixN/,Parma,1
A7mbMixN/,Cesena,2
AXAgLx9I/,Toulouse,0
AXAgLx9I/,Evian Thonon Gaillard,1
b9FKwg7c/,Fiorentina,1
b9FKwg7c/,AS Roma,1
f7FtFmwL/,Espanyol,3
f7FtFmwL/,Almeria,0
fLfFTnhE/,Athletic Bilbao,1
fLfFTnhE/,Malaga,1
hWhgNXMG/,Hellas Verona,1
hWhgNXMG/,Atalanta,0
jiWSZyOB/,St Etienne,0
jiWSZyOB/,Paris Saint-Germain,1
KIGGvZii/,Sampdoria,1
KIGGvZii/,Palermo,1
lbn2LBiT/,Chievo Verona,0
lbn2LBiT/,Juventus,2
UyrKybga/,Stade de Reims,0
UyrKybga/,Lens,0
vmk7v09t/,Metz,0
vmk7v09t/,Lyon,2
6wZTGVap/,Napoli,2
6wZTGVap/,Genoa,1
8AJpE7hR/,Celta Vigo,1
8AJpE7hR/,Getafe,2
lb8XziiG/,Udinese,2
lb8XziiG/,Empoli,1
6XNcvmy2/,Bayern Munich,1
6XNcvmy2/,VfL Wolfsburg,4
MyS6J2U6/,Deportivo La Coruna,2
MyS6J2U6/,Rayo Vallecano,1
UeA5mehB/,Stade Rennes,0
UeA5mehB/,Paris Saint-Germain,1
0GIliwgn/,Evian Thonon Gaillard,0
0GIliwgn/,Marseille,1
0MwbLOaf/,Real Sociedad,1
0MwbLOaf/,Real Madrid,4
2wWe21Hk/,Manchester Utd,3
2wWe21Hk/,Leicester City,1
8x2t3WD2/,Mainz,5
8x2t3WD2/,SC Paderborn,0
AuiH9qPF/,Manchester City,1
AuiH9qPF/,Chelsea,1
b5P40un2/,Burnley,0
b5P40un2/,Sunderland,2
b7Kkt96k/,Schalke 04,1
b7Kkt96k/,Hannover 96,0
bXc7UlUq/,Genoa,1
bXc7UlUq/,Fiorentina,1
C8DnPOO2/,Tottenham,3
C8DnPOO2/,West Brom,0
dOBuZULS/,Empoli,1
dOBuZULS/,AS Roma,1
fwIhjc8h/,Nice,0
fwIhjc8h/,Metz,0
h4tM83vM/,Everton,1
h4tM83vM/,Crystal Palace,0
j5B1lyw5/,Nantes,1
j5B1lyw5/,Lille,1
MkmvXZ7U/,Lens,1
MkmvXZ7U/,Bastia,1
MPJphJwt/,Lorient,0
MPJphJwt/,Montpellier,0
nJZgM4pl/,Celta Vigo,1
nJZgM4pl/,Cordoba,0
OnXi3s2q/,Liverpool,2
OnXi3s2q/,West Ham,0
p2L01LWe/,Stoke City,3
p2L01LWe/,QPR,1
roT2KrF0/,Eibar,1
roT2KrF0/,Atletico Madrid,3
StPguTLe/,Bayer Leverkusen,0
StPguTLe/,Borussia Dortmund,0
U1RAIMqD/,Granada,1
U1RAIMqD/,Elche,0
WfuQ7NgS/,Hull,0
WfuQ7NgS/,Newcastle,3
xE7Hf8Lr/,Hamburg SV,0
xE7Hf8Lr/,FC Cologne,2
xM99nF7H/,Toulouse,1
xM99nF7H/,Stade de Reims,0
z5LkalDR/,Borussia Monchengladbach,1
z5LkalDR/,VfB Stuttgart,0
004f4ING/,Swansea,1
004f4ING/,Southampton,0
21CyzB6M/,Atalanta,2
21CyzB6M/,Cagliari,1
6ef3lALF/,Parma,1
6ef3lALF/,AC Milan,3
8hQEHtaJ/,Barcelona,3
8hQEHtaJ/,Villarreal,2
8tMdkHNb/,Lyon,0
8tMdkHNb/,AS Monaco,0
b5mDAP99/,Arsenal,5
b5mDAP99/,Aston Villa,0
CQjeQY2J/,Levante,0
CQjeQY2J/,Athletic Bilbao,2
G25l1ArF/,Werder Bremen,2
G25l1ArF/,Hertha Berlin,0
hdzjNpVs/,Almeria,1
hdzjNpVs/,Getafe,0
IZD8SSbd/,Internazionale,1
IZD8SSbd/,Sassuolo,3
jmlORQMQ/,Espanyol,2
jmlORQMQ/,Sevilla,3
lxkWYewI/,Guingamp,1
lxkWYewI/,Bordeaux,1
Mu6p2jT8/,FC Augsburg,3
Mu6p2jT8/,TSG Hoffenheim,1
pt6fjWj3/,Lazio,1
pt6fjWj3/,Cesena,2
ralzYFhO/,Caen,1
ralzYFhO/,St Etienne,0
S4eakj69/,Napoli,2
S4eakj69/,Chievo Verona,1
vqF4T8qj/,Palermo,2
vqF4T8qj/,Hellas Verona,1
Wx2jiCyc/,Juventus,0
Wx2jiCyc/,Udinese,0
Y3NWWsjr/,Torino,5
Y3NWWsjr/,Sampdoria,1
YBgJS67K/,Valencia,0
YBgJS67K/,Malaga,1
f9hGF9c8/,Mainz,1
f9hGF9c8/,Hannover 96,1
GOtPDmSK/,Eintracht Frankfurt,1
GOtPDmSK/,VfL Wolfsburg,1
S20Ui651/,Borussia Monchengladbach,1
S20Ui651/,SC Freiburg,0
Wz7LgSzk/,Bayern Munich,1
Wz7LgSzk/,Schalke 04,1
6gaYjQK7/,TSG Hoffenheim,1
6gaYjQK7/,Werder Bremen,2
E9aSC7sR/,VfB Stuttgart,0
E9aSC7sR/,FC Cologne,0
pvBPhnje/,FC Augsburg,1
pvBPhnje/,Borussia Dortmund,0
Wlnf8Rkr/,SC Paderborn,0
Wlnf8Rkr/,Hamburg SV,3
YaiKETCE/,Bayer Leverkusen,1
YaiKETCE/,Hertha Berlin,0
z5XNXblO/,Real Madrid,2
z5XNXblO/,Sevilla,1
ADnHr66q/,St Etienne,3
ADnHr66q/,Lens,3
Auob7o5l/,Borussia Monchengladbach,0
Auob7o5l/,Schalke 04,1
ClZsHUP5/,Deportivo La Coruna,2
ClZsHUP5/,Eibar,0
0SrV9vRn/,Hamburg SV,2
0SrV9vRn/,Hannover 96,1
67v75PZ0/,Mainz,0
67v75PZ0/,Hertha Berlin,2
6mSjF8fI/,Granada,0
6mSjF8fI/,Villarreal,2
bybIpgxU/,Caen,2
bybIpgxU/,Toulouse,0
C819p1Ks/,Torino,3
C819p1Ks/,Hellas Verona,1
dCsiMM8L/,Everton,0
dCsiMM8L/,Liverpool,0
GC8DoZMN/,Metz,0
GC8DoZMN/,Bastia,2
h2qRAKBt/,VfB Stuttgart,0
h2qRAKBt/,Bayern Munich,2
IqRZDbG1/,Tottenham,2
IqRZDbG1/,Arsenal,1
IRZwIAAa/,Atletico Madrid,4
IRZwIAAa/,Real Madrid,0
IuVr1EMA/,Lorient,3
IuVr1EMA/,Stade de Reims,1
jaCjOrv9/,Chelsea,2
jaCjOrv9/,Aston Villa,1
jZteLtOR/,Crystal Palace,1
jZteLtOR/,Leicester City,0
lAMVEv1e/,Southampton,1
lAMVEv1e/,QPR,0
pSWz3zhb/,Lille,2
pSWz3zhb/,Montpellier,1
QHSjSJ4D/,Juventus,3
QHSjSJ4D/,AC Milan,1
rPga3xwN/,Swansea,1
rPga3xwN/,Sunderland,1
SfYMG0Wr/,Manchester City,1
SfYMG0Wr/,Hull,1
SGu365Kf/,VfL Wolfsburg,3
SGu365Kf/,TSG Hoffenheim,0
UFYn0YyH/,Marseille,1
UFYn0YyH/,Stade Rennes,1
vJsZ8btg/,FC Cologne,0
vJsZ8btg/,SC Paderborn,0
vyyzJjeg/,Real Sociedad,1
vyyzJjeg/,Celta Vigo,1
WSr2MP1o/,Malaga,1
WSr2MP1o/,Levante,4
zckptDpo/,Bordeaux,1
zckptDpo/,Evian Thonon Gaillard,0
0UwB4qk7/,FC Augsburg,2
0UwB4qk7/,Eintracht Frankfurt,2
2ZBZj3sE/,Palermo,0
2ZBZj3sE/,Internazionale,3
AJNRFKok/,Stoke City,1
AJNRFKok/,Newcastle,1
CfMzW15l/,Atalanta,2
CfMzW15l/,Fiorentina,3
dzQwDIV7/,West Ham,1
dzQwDIV7/,Manchester Utd,1
EXsF334D/,Werder Bremen,2
EXsF334D/,Bayer Leverkusen,1
fJBuVLKf/,Cesena,0
fJBuVLKf/,Empoli,2
fXjEqLZm/,Udinese,1
fXjEqLZm/,Napoli,3
ILrmN2gF/,Burnley,2
ILrmN2gF/,West Brom,2
l0wS4dNo/,Guingamp,1
l0wS4dNo/,AS Monaco,0
MatVJWum/,Cordoba,1
MatVJWum/,Almeria,2
OIVv2f74/,Nantes,0
OIVv2f74/,Nice,0
QTfaPhIP/,Espanyol,1
QTfaPhIP/,Valencia,2
r9sRKCQt/,Getafe,2
r9sRKCQt/,Sevilla,1
rDkKctPp/,Athletic Bilbao,2
rDkKctPp/,Barcelona,5
SjxW3Gxh/,Paris Saint-Germain,1
SjxW3Gxh/,Lyon,1
tQAwjNdK/,Cagliari,1
tQAwjNdK/,AS Roma,2
zmAsksCQ/,Sassuolo,1
zmAsksCQ/,Sampdoria,1
nRTnTak7/,Genoa,1
nRTnTak7/,Lazio,0
OOxnGluC/,Elche,2
OOxnGluC/,Rayo Vallecano,0
AF7QzMNE/,Hull,2
AF7QzMNE/,Aston Villa,0
bu4My288/,Arsenal,2
bu4My288/,Leicester City,1
SIGJDkMI/,QPR,2
SIGJDkMI/,Sunderland,0
xUN6Gix0/,Tottenham,2
xUN6Gix0/,Liverpool,3
2BVgJghs/,Burnley,1
2BVgJghs/,Manchester Utd,3
bwP2HXMg/,Newcastle,1
bwP2HXMg/,Crystal Palace,1
dSc32dhT/,Swansea,0
dSc32dhT/,West Brom,2
h4UrUuz1/,Chievo Verona,1
h4UrUuz1/,Parma,0
pfREEV6C/,Manchester City,4
pfREEV6C/,Stoke City,1
t2UcID7m/,Southampton,0
t2UcID7m/,West Ham,0
WjNAFBi6/,Everton,0
WjNAFBi6/,Chelsea,1
08zJIs1A/,Almeria,2
08zJIs1A/,Real Sociedad,2
CxXF37r9/,Marseille,2
CxXF37r9/,Stade de Reims,2
zoyr7xB5/,Mainz,2
zoyr7xB5/,Borussia Dortmund,4
6L5JGLVM/,Real Madrid,2
6L5JGLVM/,Deportivo La Coruna,0
6oyFJNo4/,Cordoba,0
6oyFJNo4/,Sevilla,3
8bZk5GuI/,FC Cologne,0
8bZk5GuI/,Borussia Monchengladbach,1
8rmjeqjk/,Toulouse,2
8rmjeqjk/,Stade Rennes,1
AJs6LqHi/,Espanyol,2
AJs6LqHi/,Malaga,0
CC1K05SR/,Nantes,0
CC1K05SR/,Bastia,2
dUlTu4j2/,Nice,0
dUlTu4j2/,Lille,0
ELmndPzq/,Paris Saint-Germain,2
ELmndPzq/,Caen,2
GfegAJ8j/,Granada,0
GfegAJ8j/,Athletic Bilbao,0
hM78Ncen/,Werder Bremen,3
hM78Ncen/,FC Augsburg,2
IwjPtpyd/,Evian Thonon Gaillard,2
IwjPtpyd/,Lens,0
KvlQtJJ6/,Fiorentina,3
KvlQtJJ6/,Sassuolo,1
lfCmbKls/,Palermo,3
lfCmbKls/,Napoli,1
MsXw8Iea/,Bayern Munich,8
MsXw8Iea/,Hamburg SV,0
QZTf4zeO/,TSG Hoffenheim,2
QZTf4zeO/,VfB Stuttgart,1
U7zn6dQB/,Bayer Leverkusen,4
U7zn6dQB/,VfL Wolfsburg,5
zocDMHAh/,Eintracht Frankfurt,1
zocDMHAh/,Schalke 04,0
23wVuwZC/,Genoa,5
23wVuwZC/,Hellas Verona,2
2iikBagp/,Villarreal,0
2iikBagp/,Rayo Vallecano,2
4QSb3fAU/,Hannover 96,1
4QSb3fAU/,SC Paderborn,2
6aWJ2RcF/,Metz,0
6aWJ2RcF/,Guingamp,2
80UK20tQ/,Udinese,0
80UK20tQ/,Lazio,1
bZSB4mT2/,Lorient,1
bZSB4mT2/,Lyon,1
G6sZvclJ/,Internazionale,4
G6sZvclJ/,Atalanta,1
hrXAK3Wc/,Valencia,1
hrXAK3Wc/,Getafe,0
IaZyZ2oi/,Barcelona,5
IaZyZ2oi/,Levante,0
l4oLsQLk/,St Etienne,0
l4oLsQLk/,Bordeaux,1
M7AedbJg/,Chievo Verona,2
M7AedbJg/,Sampdoria,1
SpBicv4m/,Parma,0
SpBicv4m/,AS Roma,0
tlkMsa40/,Empoli,1
tlkMsa40/,AC Milan,1
tn44Owtt/,Hertha Berlin,0
tn44Owtt/,SC Freiburg,2
U9VG3tRJ/,Juventus,2
U9VG3tRJ/,Cesena,2
vaZMH1GG/,Atletico Madrid,0
vaZMH1GG/,Celta Vigo,2
YNkIrukf/,Cagliari,1
YNkIrukf/,Torino,1
pC4NFuoT/,Eibar,0
pC4NFuoT/,Elche,1
CjhxHDvU/,VfB Stuttgart,2
CjhxHDvU/,Borussia Dortmund,3
djYuYM0c/,Espanyol,1
djYuYM0c/,Getafe,2
hWMgF4sL/,Nice,0
hWMgF4sL/,AS Monaco,1
YsEaeIYa/,Juventus,2
YsEaeIYa/,Atalanta,1
02avyHPo/,FC Cologne,1
02avyHPo/,Hannover 96,1
0xCT82Kl/,Bordeaux,1
0xCT82Kl/,Stade Rennes,1
46QcEOdR/,Toulouse,1
46QcEOdR/,Paris Saint-Germain,3
4AtagNK1/,Lens,1
4AtagNK1/,Caen,4
4GcJotVd/,Malaga,1
4GcJotVd/,Barcelona,0
4QlUIZ9H/,Bayer Leverkusen,2
4QlUIZ9H/,FC Augsburg,2
69FNC9yP/,Stoke City,2
69FNC9yP/,Aston Villa,1
bFUdUv0M/,Deportivo La Coruna,0
bFUdUv0M/,Celta Vigo,2
E7pVcG0p/,Manchester Utd,1
E7pVcG0p/,Swansea,2
EydHLyQb/,Werder Bremen,1
EydHLyQb/,Schalke 04,1
M1aPJFfB/,Mainz,3
M1aPJFfB/,Eintracht Frankfurt,1
Moiff35e/,Lille,1
Moiff35e/,Bastia,2
MuxgSlyC/,West Brom,0
MuxgSlyC/,Sunderland,0
nuRhVKpG/,Atletico Madrid,3
nuRhVKpG/,Almeria,0
QDrpUA6a/,Newcastle,0
QDrpUA6a/,Manchester City,5
QPxpXtG3/,Cordoba,1
QPxpXtG3/,Valencia,2
vgbrzyuh/,SC Paderborn,0
vgbrzyuh/,Bayern Munich,6
WjqtVjig/,Hull,2
WjqtVjig/,QPR,1
YF35ygEP/,Burnley,1
YF35ygEP/,Chelsea,1
zPkXWCMt/,Arsenal,2
zPkXWCMt/,Crystal Palace,1
0WzcR8jI/,West Ham,2
0WzcR8jI/,Tottenham,2
44slTUL5/,Liverpool,2
44slTUL5/,Southampton,0
4GylW0V9/,Sevilla,3
4GylW0V9/,Real Sociedad,4
4SqaGJAP/,Lazio,2
4SqaGJAP/,Palermo,1
A7XlGpSE/,Lyon,1
A7XlGpSE/,Nantes,0
CMAXNxwj/,Rayo Vallecano,0
CMAXNxwj/,Athletic Bilbao,1
E1ZY9Hmg/,Fiorentina,1
E1ZY9Hmg/,Torino,1
Eav4CXno/,Hamburg SV,1
Eav4CXno/,Borussia Monchengladbach,1
fc28gd3C/,Empoli,3
fc28gd3C/,Chievo Verona,0
foGSOINq/,Eibar,0
foGSOINq/,Villarreal,1
G634fxl6/,AC Milan,2
G634fxl6/,Cesena,0
hxU0TbFS/,Elche,0
hxU0TbFS/,Real Madrid,2
ID6Y7MZf/,St Etienne,2
ID6Y7MZf/,Marseille,2
ImuxWWym/,Leicester City,2
ImuxWWym/,Everton,2
MoDP9r5r/,Stade de Reims,0
MoDP9r5r/,Metz,0
rB0LKeu5/,Hertha Berlin,1
rB0LKeu5/,VfL Wolfsburg,2
tlyRBwJt/,AS Roma,1
tlyRBwJt/,Hellas Verona,1
WGYpHQC8/,Montpellier,2
WGYpHQC8/,Guingamp,0
2N5GizYO/,Cagliari,1
2N5GizYO/,Internazionale,2
jD9yNdhd/,Granada,1
jD9yNdhd/,Levante,2
zBzVAcYn/,Sassuolo,0
zBzVAcYn/,Napoli,2
OW6ChGII/,Genoa,1
OW6ChGII/,Sampdoria,1
0riSqKa9/,Cordoba,0
0riSqKa9/,Espanyol,1
ngYUCWxK/,Marseille,2
ngYUCWxK/,Caen,3
YFcnZffb/,Bayern Munich,4
YFcnZffb/,FC Cologne,1
0SxdPdmt/,Chievo Verona,0
0SxdPdmt/,AC Milan,0
2D2TPGWA/,Southampton,0
2D2TPGWA/,West Brom,1
4U8p5KJD/,Lyon,1
4U8p5KJD/,Lille,2
82ZQDCND/,Bastia,0
82ZQDCND/,Lorient,2
bL5CTbXo/,Manchester Utd,2
bL5CTbXo/,Sunderland,0
d45x7tk1/,Bordeaux,1
d45x7tk1/,Stade de Reims,1
dz2XOznH/,Crystal Palace,3
dz2XOznH/,West Ham,1
f5C1bJE2/,Barcelona,3
f5C1bJE2/,Granada,1
fJXYBjhQ/,Metz,1
fJXYBjhQ/,Evian Thonon Gaillard,2
Gbg7UW8T/,VfB Stuttgart,1
Gbg7UW8T/,Hannover 96,1
hbqZdzGj/,Burnley,0
hbqZdzGj/,Swansea,1
IJ1Np0p3/,Malaga,3
IJ1Np0p3/,Getafe,2
ImTIZZy2/,Rayo Vallecano,4
ImTIZZy2/,Levante,2
jR4t6047/,Lens,0
jR4t6047/,Stade Rennes,1
lAbPQdH4/,Stoke City,1
lAbPQdH4/,Hull,0
MuWZPjHp/,Hertha Berlin,1
MuWZPjHp/,FC Augsburg,0
nHCD48p0/,St Etienne,1
nHCD48p0/,Toulouse,1
nJ1jYE94/,Schalke 04,0
nJ1jYE94/,Borussia Dortmund,3
nJNLmf9i/,Eintracht Frankfurt,2
nJNLmf9i/,Hamburg SV,1
QklvsIqS/,Deportivo La Coruna,0
QklvsIqS/,Almeria,0
SfAGSInh/,Aston Villa,0
SfAGSInh/,Newcastle,1
UsieXYOA/,Bayer Leverkusen,1
UsieXYOA/,SC Freiburg,0
x8f3VCgN/,Mainz,0
x8f3VCgN/,TSG Hoffenheim,2
8YkaWhvH/,SC Paderborn,0
8YkaWhvH/,Borussia Monchengladbach,2
dSJ07A0s/,AS Monaco,0
dSJ07A0s/,Paris Saint-Germain,0
Ey4w7FXB/,Fiorentina,1
Ey4w7FXB/,Internazionale,0
fgz1QS5O/,Arsenal,2
fgz1QS5O/,Everton,0
hfD95lVg/,Guingamp,0
hfD95lVg/,Nantes,1
KE4Z7eI5/,Palermo,0
KE4Z7eI5/,Empoli,0
KU68UvIu/,Manchester City,1
KU68UvIu/,Liverpool,2
lfdj4DHU/,Sassuolo,0
lfdj4DHU/,Lazio,3
nakzrbUL/,Atletico Madrid,0
nakzrbUL/,Sevilla,0
pzVAyd7k/,Real Madrid,1
pzVAyd7k/,Villarreal,1
Sv8s6ZnI/,Hellas Verona,2
Sv8s6ZnI/,Cagliari,1
SvUCLEn5/,Udinese,0
SvUCLEn5/,Cesena,1
vcUEzGMe/,Athletic Bilbao,1
vcUEzGMe/,Eibar,0
vi956UFm/,Montpellier,2
vi956UFm/,Nice,1
vJy0OG2n/,Napoli,0
vJy0OG2n/,Torino,1
vZkWrvFF/,Real Sociedad,0
vZkWrvFF/,Valencia,2
YFZwPAWj/,Werder Bremen,3
YFZwPAWj/,VfL Wolfsburg,5
YHU8MfXb/,Sampdoria,2
YHU8MfXb/,Atalanta,1
A3cn5g2O/,Juventus,1
A3cn5g2O/,AS Roma,1
WWQ6xxhq/,Celta Vigo,1
WWQ6xxhq/,Elche,1
GxIYMEGT/,Hull,1
GxIYMEGT/,Sunderland,1
WlhrsI1o/,Southampton,1
WlhrsI1o/,Crystal Palace,0
zR0yOf1N/,Aston Villa,2
zR0yOf1N/,West Brom,1
67pevGo4/,Manchester City,2
67pevGo4/,Leicester City,0
EXm3xfGG/,Stoke City,2
EXm3xfGG/,Everton,0
Io40IYOp/,Arsenal,2
Io40IYOp/,QPR,1
phdntxHi/,Chelsea,1
phdntxHi/,West Ham,0
r1u3hsz8/,Evian Thonon Gaillard,1
r1u3hsz8/,Lorient,0
SGoiudWc/,Liverpool,2
SGoiudWc/,Burnley,0
UFSHLJhi/,Swansea,2
UFSHLJhi/,Tottenham,3
zskawz1A/,Manchester Utd,1
zskawz1A/,Newcastle,0
0Qcdmg61/,Eibar,1
0Qcdmg61/,Levante,2
8pteHoU5/,Marseille,6
8pteHoU5/,Toulouse,1
CQ8orjwT/,VfB Stuttgart,0
CQ8orjwT/,Hertha Berlin,0
6o9KRx2b/,QPR,1
6o9KRx2b/,Tottenham,2
8dlc04Gd/,Hellas Verona,2
8dlc04Gd/,AC Milan,2
8SIHfyER/,Sevilla,4
8SIHfyER/,Deportivo La Coruna,3
Ay5qjeMr/,Almeria,0
Ay5qjeMr/,Elche,1
EZfDwAop/,Hamburg SV,0
EZfDwAop/,Borussia Dortmund,0
GbFxpC8G/,Hannover 96,1
GbFxpC8G/,Bayern Munich,3
I18ilZje/,Athletic Bilbao,1
I18ilZje/,Real Madrid,0
IemrKmpm/,Nantes,1
IemrKmpm/,Stade de Reims,3
MyGYphgA/,FC Augsburg,1
MyGYphgA/,VfL Wolfsburg,0
MZ4Q16UI/,Evian Thonon Gaillard,1
MZ4Q16UI/,AS Monaco,3
nVinJ7ag/,Stade Rennes,1
nVinJ7ag/,Metz,0
O6NLJhHH/,Sampdoria,2
O6NLJhHH/,Cagliari,0
Q7BH3Sa6/,Nice,1
Q7BH3Sa6/,Bastia,2
Q9MPnEOc/,Schalke 04,3
Q9MPnEOc/,TSG Hoffenheim,1
roHUoYw4/,Mainz,2
roHUoYw4/,Borussia Monchengladbach,2
rq6M2nFC/,Caen,1
rq6M2nFC/,Bordeaux,2
SWkrBdb8/,Granada,1
SWkrBdb8/,Malaga,0
v5lvLTUt/,Paris Saint-Germain,4
v5lvLTUt/,Lens,1
0jgLylGd/,Bayer Leverkusen,3
0jgLylGd/,SC Paderborn,0
6VSGKY1B/,Atalanta,0
6VSGKY1B/,Parma,0
